CID,C4_3_N3_2_2*(1-FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0),FC_13_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0*(1-n),C4_3_N3_2_1*(1-FC_40_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0),LeafAC_C4_C4_2*(1-FC_514_C4_0_Cl1_1_Cl1_1_C4_1_H1_2_Cl1_2_Cl1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0),C4_3_C4_3_1*(1-FC_9_C4_0_Cl1_1_/_1_/_0_0),dg_in_2*(1-C4_2_C4_2_2),na_ex_N3*C4_2_C4_3_2,na_ex_S6*(1-FC_127_C4_0_H1_1_H1_1_S6_1_O2_2_O2_2_O2_2_/_1_1_1_1_2_2_/_0_0_0_0_-1_0_0),FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0*(1-na_ex_N3),FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0*(1-FC_329_C4_0_H1_1_H1_1_C4_1_Cl1_2_C4_2_H1_3_H1_3_/_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0),FC_5_O2_0_/_/_0*(1-na_in_O2),N3_2_N3_2_2*(1-FC_237_O2_0_C4_1_H1_2_O2_2_/_1_1_2_/_0_0_0_0),C4_2_C4_3_2*(1-C4_3_S2_2_1),LeafAC_N3_C4_1*(1-FC_495_C4_0_O2_1_N3_1_H1_2_H1_2_/_2_1_1_1_/_0_0_0_0_0),N3_2_S6_4_1*(1-LeafAC_Cl1_N2_1),FC_3_C4_0_/_/_0*(1-C4_2_C4_3_1),C4_2_C4_3_2*(1-C4_2_C4_3_2),dg_in_3*(1-C4_2_N3_2_2),na_ex_C4*(1-FC_6_N3_0_/_/_0),C4_2_O2_2_1*(1-LeafAC_O2_N3_2),C4_2_C4_2_2*C4_2_C4_2_2,C4_2_C4_4_1*(1-FC_481_C4_0_H1_1_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0),FC_12_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0*(1-C4_2_C4_3_2),LeafAC_C4_C4_1*(1-FC_5_O2_0_/_/_0),FC_3_C4_0_/_/_0*(1-FC_3_C4_0_/_/_0),C4_2_N4_4_1*(1-FC_406_O2_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0),FC_21_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0*(1-N2_2_S6_4_1),C4_2_C4_2_2*LeafAC_O2_N4_2,FC_15_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0*(1-FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0),C4_3_C4_4_1*C4_3_C4_4_1,na_ex_O2*(1-dg_in_3),FC_9_C4_0_Cl1_1_/_1_/_0_0*(1-FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0),LeafAC_O2_C4_2*(1-C4_2_C4_4_1),FC_29_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0*(1-N3_3_O2_2_1),C4_3_S2_2_1*(1-C4_2_C4_2_2),C4_2_C4_2_2*FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,FC_18_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0*(1-FC_489_N3_0_C4_1_S2_2_S2_2_/_1_1_2_/_0_0_-1_0),C4_2_C4_2_2*(1-rank),FC_10_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0*(1-FC_49_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0),FC_2_C4_0_H1_1_H1_1_/_1_1_/_0_0_0*(1-FC_156_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_1_0_0_0_0_0_0_0),na_ex_N3*(1-bd_in_2),na_in_N3*(1-C4_2_C4_2_2),ms*(1-FC_6_N3_0_/_/_0),dg_4*(1-FC_208_O2_0_N3_1_O2_2_/_1_2_/_0_0_0),C4_2_C4_2_2*(1-C4_2_N3_3_1),C4_2_N3_2_2*(1-C4_4_S6_4_1),FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0*(1-na_ex_O1),na_in_N4*(1-FC_40_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0),na_in_O2*(1-na_ex_Cl1),FC_20_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0*(1-FC_477_C4_0_C4_1_H1_2_H1_2_Cl1_2_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0)
1503,0.0,0.0,0.0,0.0,0.0,0.013059724999999913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.015625,0.0,0.0,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.0714286,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.124195,0.0,0.125,0.0,0.0,0.0,0.0,0.0
1504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555556,0.180415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,0.0,0.0,0.0,0.0,0.03125,0.164179,0.0,0.0,0.0,0.0,0.0,0.0,0.13333340000000002,0.0,0.0,0.098039127451,0.16000000000000003,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507,0.0,0.0,0.0357143,0.0,0.03125,0.078358175,0.0,0.166667,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.102941125,0.09000000000000001,0.0714286,0.125,0.0,0.015625,0.0,0.0,0.117647,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.07959184755102,0.0,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0625,0.0263158,0.0,0.09722212499999991,0.131458,0.0,0.125,0.0,0.0,0.0,0.0,0.0
1508,0.0,0.0,0.0,0.0,0.0,0.0597015,0.0,0.0,0.0,0.0,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0555556,0.0,0.0,0.0,0.1102940625,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.0714286,0.333333,0.0,0.0,0.0,0.0,0.0,0.0526316,0.0,0.0,0.0841321,0.0,0.0,0.0,0.0,0.0,0.125,0.0
1509,0.0,0.0,0.0357143,0.0,0.0,0.0746269,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0475,0.0,0.02734375,0.0,0.0,0.0,0.0,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555556,0.189167125,0.0,0.0,0.25,0.0,0.0,0.0,0.0
1510,0.0,0.0,0.0,0.0,0.03125,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263,0.333333,0.0,0.040562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511,0.0,0.0,0.0,0.0,0.046875,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.5,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7808189999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0,0.0,0.0149253999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.25,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158,0.0,0.0,0.101012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514,0.0,0.0,0.0,0.0,0.0,0.0447761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0555556,0.0,0.0,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0526316,0.0,0.0,0.0820301,0.0,0.0,0.0,0.0,0.0,0.125,0.0
1515,0.0,0.0,0.0,0.0,0.0625,0.222014625,0.04166675,0.0,0.0,0.0,0.0,0.0,0.16666675,0.0,0.0,0.20588225,0.1875,0.214286,0.0234375,0.0,0.015625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.0224489489796,0.0,0.0,0.0,0.291666375,0.0,0.0,0.08928575000000001,0.0625,0.1842109999999999,0.13333360000000002,0.09722212499999991,0.10863525,0.0,0.083333375,0.0,0.0,0.0,0.0,0.0
1516,0.0,0.0,0.0,0.0,0.0,0.055970175,0.008333350000000002,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05637251887255,0.0475,0.0357143,0.03125,0.0,0.0625,0.0,0.0,0.0,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.027550992448980002,0.0,0.0,0.0,0.0,0.0,0.0,0.23214285,0.0,0.0,0.1500003,0.0416667,0.14975,0.0,0.25,0.0,0.0,0.0,0.0,0.0
1517,0.0,0.0,0.0,0.0,0.0,0.0895522,0.0,0.0,0.0,0.0,0.05859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263,0.166667,0.0555556,0.135695,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
1519,0.0,0.0,0.0,0.0,0.0,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263,0.166667,0.1111109999999999,0.113372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,0.0,0.0,0.0,0.0,0.0,0.19029825,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0514705625,0.0475,0.1428569999999999,0.0,0.0,0.0625,0.1111109999999999,0.0,0.0,0.05536329584775,0.0,0.0,0.0,0.0,0.033057785124000004,0.024489775510200002,0.0,0.0,0.0,0.0,0.0,0.0,0.1964285,0.0,0.315789,0.0,0.0416667,0.0555123625,0.1,0.1875,0.0,0.0,0.0,0.0,0.0
1524,0.0,0.0,0.0357143,0.0,0.03125,0.117537,0.016666700000000003,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.5,0.0514705625,0.09000000000000001,0.0714286,0.09375,0.0,0.015625,0.0,0.0,0.0588235,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.07959184755102,0.0,0.0714286,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0526316,0.1500003,0.04861115,0.16625,0.1,0.125,0.0,0.0,0.0,0.0,0.0
1527,0.0,0.0,0.107143,0.0,0.125,0.14365662499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1764705,0.09000000000000001,0.25,0.15625,0.0,0.015625,0.0,0.0,0.117647,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.02142855,0.0,0.0714286,0.0,0.0,0.0,0.0,0.08928575000000001,0.0,0.0789473999999999,0.0,0.1944442499999999,0.0972904,0.0,0.1145833375,0.0,0.0,0.0,0.0,0.0
1528,0.0,0.1171259875,0.0,0.0,0.0,0.0597015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473999999999,0.0,0.0,0.0586825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,0.0,0.0,0.0,0.0,0.0625,0.208955,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0490195637255,0.0475,0.2857139999999999,0.25,0.0,0.0,0.777778,0.0,0.4117649999999999,0.05536329584775,0.0,0.0,0.0,0.0,0.40495914049600007,0.08163288979599993,0.0,0.03174596825399998,0.0,0.0,0.0,0.25,0.0,0.0625,0.236842,0.0,0.0,0.0724471,0.6,0.0,0.0,0.0,0.0,0.0,0.0
1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.1111109999999999,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489253,0.1,0.0,0.0,0.0,0.0,0.0,0.25
1533,0.0,0.0,0.0,0.0,0.0625,0.164179,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.044117625,0.0475,0.214286,0.09375,0.0,0.0,0.333333,0.0,0.176471,0.05536329584775,0.0,0.0,0.0,0.0,0.074380016529,0.044897976530599924,0.0,0.0476190904762,0.0,0.0,0.0,0.0,0.0,0.0,0.210526,0.0,0.0,0.0693511,0.3,0.0,0.0,0.0,0.0,0.0,0.0
1535,0.1428569999999999,0.0,0.0,0.0,0.09375,0.10447762499999999,0.0,0.166667,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.117647,0.1275,0.0714286,0.0,0.0,0.015625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.10612271102039991,0.0,0.0,0.0,0.0,0.0,0.0,0.10714287500000001,0.0,0.0,0.0,0.04861115,0.23856349999999998,0.0,0.125,0.0,0.0,0.0,0.0,0.0
1538,0.0,0.0,0.0,0.0,0.03125,0.08955199999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1078430872549,0.09000000000000001,0.0714286,0.0625,0.0,0.25,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.033057785124000004,0.07959184755102,0.0,0.0714286,0.0,0.0,0.0,0.0,0.42857150000000005,0.0,0.0,0.0,0.0,0.138652,0.1,0.5,0.0,0.0,0.0,0.0,0.0
1539,0.0,0.11417322500000002,0.0,0.0,0.0,0.119403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514705625,0.0,0.0714286,0.125,0.0,0.0,0.333333,0.0,0.235294,0.05536329584775,0.0,0.0,0.0,0.0,0.206611157025,0.02653058489796,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.131579,0.0,0.0,0.045341,0.3,0.0,0.0,0.0,0.0,0.0,0.0
1540,0.0,0.0,0.0,0.0,0.0,0.139925625,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.13235324999999998,0.21,0.1428569999999999,0.03125,0.0,0.140625,0.0,0.0,0.0588235,0.14532898615899997,0.0,0.0,0.0,0.0,0.074380016529,0.0734694122449,0.0,0.0,0.0,0.0,0.0,0.0,0.29464275,0.0,0.0,0.0,0.0,0.145511,0.1,0.375,0.0,0.0,0.0,0.0,0.0
1542,0.0,0.0,0.0,0.0,0.125,0.164179,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1078430872549,0.21,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.13265292448979993,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,0.0,0.0,0.0,0.0,0.15625,0.1044775,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.352941,0.21,0.2857139999999999,0.0,0.0,0.25,0.0,0.0,0.0,0.249134934256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3214285,0.0,0.0,0.0,0.0,0.157416,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1545,0.0,0.0,0.0,0.0,0.03125,0.0895522,0.049999949999999994,0.0,0.3333335,0.0,0.0,0.0,0.15,0.4,0.0,0.0,0.1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999997,0.0,0.137724,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1546,0.0,0.0,0.0714286,0.0,0.03125,0.13432799999999992,0.0666666,0.0,0.3333335,0.0,0.0,0.0,0.2,0.4,0.0,0.098039127451,0.16000000000000003,0.0714286,0.0,0.0,0.0625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.02653058489796,0.0,0.0714286,0.0,0.0,0.125,0.0,0.21428575000000002,0.0,0.0,0.2666664,0.0416667,0.1502609999999999,0.0,0.25,0.0,0.5,0.0,0.0,0.0
1547,0.0,0.0,0.0,0.0,0.03125,0.0895522,0.049999949999999994,0.0,0.3333335,0.0,0.0,0.0,0.15,0.4,0.0,0.0,0.1275,0.0,0.03125,0.0,0.0,0.0,0.0,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999997,0.0,0.0975645,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1549,0.1428569999999999,0.0,0.0,0.0,0.08203125,0.1455225,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.20588225,0.16000000000000003,0.1428569999999999,0.02734375,0.0,0.0625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.024489775510200002,0.125,0.0714286,0.0,0.0,0.0,0.0,0.1964285,0.0,0.0263158,0.0,0.08333324999999993,0.1737995,0.0,0.25,0.0,0.0,0.0,0.0,0.0
1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0781969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124195,0.1,0.0,0.0,0.0,0.0,0.0,0.0
1552,0.1428569999999999,0.10531499999999999,0.0357143,0.0,0.0546875,0.182835625,0.0,0.0,0.0,0.0,0.140625,0.0,0.25,0.0,0.0,0.25735325,0.1875,0.178571,0.08203125,0.0,0.015625,0.0,0.0,0.0955881875,0.207612602076,0.0,0.0,0.0,0.0,0.0,0.023469376530599998,0.125,0.0714286,0.0,0.0,0.0,0.0,0.09821425,0.0,0.0,0.0,0.04861115,0.181706875,0.0,0.125,0.0,0.0,0.0,0.229166675,0.0
1553,0.0,0.0,0.0,0.0,0.0,0.104478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.25,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1842109999999999,0.0,0.0,0.0404548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0,0.0390625,0.19029825,0.0,0.0,0.0,0.0,0.05859375,0.0,0.25,0.0,0.0,0.093137247549,0.1875,0.10714274999999993,0.0,0.0555556,0.0625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.1964285,0.0,0.0526316,0.0,0.08333324999999993,0.18885749999999998,0.0,0.1875,0.25,0.0,0.0,0.046875,0.0
1555,0.1428569999999999,0.0,0.0357143,0.0,0.0,0.1044775,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1078430872549,0.09000000000000001,0.1428569999999999,0.046875,0.0,0.25,0.0,0.0,0.0588235,0.10380618339099999,0.0,0.0,0.0,0.0,0.033057785124000004,0.024489775510200002,0.0,0.0714286,0.0,0.0,0.0,0.0,0.392857,0.0,0.0,0.0,0.0833335,0.1267605,0.1,0.5,0.0,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0,0.0,0.182835625,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0514705625,0.09000000000000001,0.0357143,0.0625,0.0,0.015625,0.0,0.225,0.0588235,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.027550992448980002,0.0,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0,0.236842,0.0,0.0,0.0481573,0.0,0.125,0.0,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0,0.0,0.16791075,0.0,0.0,0.0,0.0,0.05859375,0.0,0.05,0.0,0.0,0.0465686237745,0.0475,0.1428569999999999,0.0625,0.0,0.0625,0.0,0.0,0.0,0.05536329584775,0.333333,0.0,0.0,0.0,0.074380016529,0.04897963673469992,0.0,0.0714286,0.0,0.0,0.0,0.0,0.1964285,0.0,0.1842109999999999,0.0,0.0,0.08902,0.2,0.25,0.0,0.0,0.333333,0.0625,0.0
1560,0.0,0.0,0.107143,0.0,0.03125,0.104478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.171429,0.0,0.2857139999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0526316,0.166667,0.1111109999999999,0.183868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,0.0,0.0,0.0,0.0,0.0,0.0652985375,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05392154362745,0.09000000000000001,0.0714286,0.0546875,0.0,0.015625,0.0,0.0,0.0,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.05306126265305991,0.125,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0,0.0,0.04861115,0.13655687500000002,0.0,0.104166625,0.0,0.0,0.0,0.0,0.5
1564,0.0,0.0,0.0,0.0,0.125,0.119403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044117625,0.0,0.107143,0.0625,0.0,0.0,0.0,0.0,0.0588235,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.10204105510199991,0.0,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.105263,0.0,0.0,0.1431349999999999,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
1566,0.0,0.0,0.0,0.0,0.0,0.223881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.5,0.117647,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368421,0.0,0.0,0.0134107,0.1,0.0,0.0,0.0,0.333333,0.0,0.0
1567,0.0,0.0,0.0714286,0.0,0.03125,0.09141825,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05637251887255,0.09000000000000001,0.0357143,0.09375,0.0,0.015625,0.0,0.0,0.0588235,0.05536329584775,0.0,0.0,0.0,0.2,0.0,0.08265307377551,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0,0.0,0.04861115,0.142266,0.0,0.125,0.0,0.0,0.0,0.0,0.0
1568,0.10714274999999993,0.0,0.1428569999999999,0.0,0.03125,0.104478,0.0,0.0,0.20833325,0.0,0.0,0.0,0.0,0.2,0.0,0.117647,0.0,0.05357144999999999,0.0234375,0.0,0.0,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.02653058489796,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1500003,0.2222219999999999,0.1512495,0.0,0.0,0.25,0.25,0.0,0.0,0.0
1570,0.0,0.0,0.0357143,0.0,0.0,0.0895522,0.0,0.0,0.0,0.0,0.05859375,0.0,0.0,0.2,0.0,0.0,0.0,0.0357143,0.02734375,0.1111109999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263,0.5,0.1111109999999999,0.10223062499999999,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
1572,0.0,0.0,0.0,0.0,0.03125,0.119403,0.02500005,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.05392154362745,0.1275,0.0357143,0.09375,0.0,0.0,0.1111109999999999,0.0,0.117647,0.05536329584775,0.0,0.0,0.0,0.0,0.008264464462810001,0.08265307377551,0.0,0.0634920968254,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158,0.1500003,0.0,0.125548,0.1,0.0,0.0,0.0,0.0,0.0625,0.0
